Pull,Z1_temp,Z2_temp,Z2_Bottom,Z3_temp,Z3_Bottom,Z4_Left temp,Z4_Centre temp,Z4_Right temp,sheet_thickness,Actual_thick_Min. LHS,Actual_thick_Max. LHS,Actual_thick_Min.  Center,Actual_thick_Max. Center,Actual_thick_Min. RHS,Actual_thick_Max. RHS,Roller_speed_Top,Roller_speed_Bottom,Roller_speed_Carriage,Roller_speed_Table,LEHR_SPEED,Pick_up_mark
216.69,1343.00,1248.00,1270.00,1190.00,1223.00,1136.00,1134.00,1143.00,3.20,3.18,3.24,3.02,3.14,3.27,3.31,636.00,636.00,780.00,726.00,767.00,2.87
218.20,1342.00,1245.00,1267.00,1187.00,1220.00,1132.00,1131.00,1140.00,3.20,3.26,3.29,3.07,3.16,3.26,3.30,628.00,628.00,672.00,713.00,758.00,3.43
217.67,1342.00,1246.00,1267.00,1188.00,1220.00,1133.00,1131.00,1140.00,3.20,3.27,3.29,3.07,3.16,3.27,3.30,631.00,631.00,675.00,716.00,761.00,3.89
220.28,1342.00,1247.00,1268.00,1189.00,1221.00,1134.00,1133.00,1141.00,3.20,3.28,3.31,3.05,3.14,3.25,3.28,636.00,636.00,680.00,722.00,766.00,3.98
222.82,1343.00,1248.00,1268.00,1190.00,1222.00,1135.00,1134.00,1142.00,3.20,3.13,3.18,3.04,3.14,3.10,3.16,636.00,636.00,680.00,722.00,766.00,4.60
217.03,1344.00,1249.00,1270.00,1191.00,1223.00,1136.00,1135.00,1143.00,3.20,3.17,3.19,3.05,3.14,3.25,3.30,626.00,626.00,670.00,711.00,754.00,2.75
220.87,1344.00,1247.00,1270.00,1188.00,1221.00,1133.00,1131.00,1144.00,3.20,3.12,3.14,,,3.10,3.15,626.00,626.00,670.00,711.00,754.00,2.84
188.83,1342.00,1243.00,1266.00,1184.00,1217.00,1127.00,1126.00,1135.00,3.20,3.25,3.32,3.07,3.21,3.21,3.30,596.00,596.00,647.00,678.00,727.00,4.60
206.08,1342.00,1243.00,1265.00,1183.00,1217.00,1126.00,1125.00,1134.00,3.20,3.23,3.28,3.06,3.20,3.16,3.22,580.00,580.00,634.00,664.00,711.00,4.87
212.87,1341.00,1244.00,1266.00,1187.00,1220.00,1131.00,1130.00,1138.00,3.20,3.20,3.26,3.11,3.22,3.22,3.27,592.00,592.00,647.00,678.00,726.00,4.48
217.95,1342.00,1245.00,1268.00,1187.00,1221.00,1132.00,1131.00,1140.00,3.20,3.23,3.26,3.10,3.19,3.17,3.24,592.00,592.00,647.00,678.00,726.00,7.59
216.42,1343.00,1246.00,1269.00,1189.00,1222.00,1134.00,1133.00,1142.00,3.20,3.16,3.18,3.07,3.17,3.17,3.20,596.00,596.00,651.00,683.00,731.00,6.26
214.48,1344.00,1246.00,1268.00,1187.00,1220.00,1132.00,1130.00,1139.00,3.20,3.19,3.24,3.06,3.19,3.17,3.22,596.00,596.00,651.00,683.00,731.00,5.66
216.39,1343.00,1244.00,1267.00,1186.00,1219.00,1130.00,1129.00,1138.00,3.20,3.18,3.22,3.08,3.19,3.16,3.20,596.00,596.00,659.00,683.00,731.00,5.84
218.43,1342.00,1243.00,1266.00,1184.00,1218.00,1129.00,1128.00,1136.00,3.20,3.20,3.25,3.09,3.21,3.20,3.26,596.00,596.00,651.00,681.00,731.00,7.75
215.70,1343.00,1245.00,1268.00,1186.00,1219.00,1130.00,1129.00,1138.00,3.20,3.17,3.27,3.09,3.22,3.24,3.27,601.00,601.00,656.00,689.00,737.00,6.72
215.20,1342.00,1243.00,1266.00,1184.00,1218.00,1129.00,1128.00,1137.00,3.20,3.17,3.24,3.08,3.16,3.19,3.25,598.00,598.00,653.00,690.00,737.00,4.80
218.95,1341.00,1241.00,1265.00,1183.00,1216.00,1128.00,1127.00,1135.00,3.20,3.23,3.25,3.09,3.18,3.18,3.23,601.00,601.00,656.00,693.00,741.00,3.46
217.85,1339.00,1240.00,1263.00,1182.00,1216.00,1127.00,1126.00,1135.00,3.20,3.22,3.27,3.09,3.20,3.18,3.23,601.00,601.00,656.00,691.00,741.00,4.48
217.26,1340.00,1240.00,1263.00,1181.00,1215.00,1126.00,1124.00,1133.00,3.20,3.23,3.26,3.07,3.16,3.18,3.23,605.00,605.00,661.00,698.00,746.00,1.48
216.40,1339.00,1240.00,1264.00,1182.00,1215.00,1126.00,1125.00,1134.00,3.20,3.24,3.28,3.07,3.15,3.19,3.23,616.00,616.00,673.00,710.00,759.00,5.62
218.40,1339.00,1240.00,1263.00,1182.00,1216.00,1126.00,1126.00,1134.00,3.20,3.24,3.28,3.08,3.16,3.21,3.25,619.00,619.00,676.00,714.00,763.00,2.01
216.83,1340.00,1238.00,1263.00,1179.00,1213.00,1122.00,1121.00,1130.00,3.20,3.26,3.31,3.09,3.18,3.16,3.21,591.00,591.00,646.00,682.00,728.00,1.33
210.22,1338.00,1239.00,1263.00,1180.00,1214.00,1123.00,1123.00,1131.00,3.20,3.26,3.29,3.07,3.19,3.16,3.22,591.00,591.00,645.00,682.00,728.00,1.63
212.32,1339.00,1240.00,1263.00,1181.00,1215.00,1124.00,1123.00,1132.00,3.20,3.24,3.28,3.09,3.18,3.17,3.23,591.00,591.00,645.00,682.00,728.00,2.04
211.63,1339.00,1239.00,1264.00,1181.00,1215.00,1125.00,1125.00,1133.00,3.20,3.23,3.28,3.06,3.14,3.14,3.21,595.00,595.00,650.00,686.00,733.00,2.98
210.17,1338.00,1239.00,1262.00,1181.00,1215.00,1124.00,1124.00,1132.00,3.20,3.24,3.28,3.07,3.15,3.19,3.23,595.00,595.00,650.00,686.00,733.00,3.78
211.94,1337.00,1238.00,1261.00,1180.00,1214.00,1124.00,1123.00,1132.00,3.20,3.24,3.28,3.08,3.16,3.21,3.25,595.00,595.00,650.00,686.00,733.00,3.41
212.81,1336.00,1238.00,1261.00,1180.00,1214.00,1125.00,1124.00,1133.00,3.20,3.26,3.31,3.09,3.18,3.16,3.21,595.00,595.00,650.00,686.00,733.00,6.25
211.36,1334.00,1235.00,1259.00,1178.00,1212.00,1122.00,1121.00,1130.00,3.20,3.26,3.29,3.07,3.19,3.16,3.22,595.00,595.00,650.00,686.00,733.00,4.34
207.20,1333.00,1236.00,1259.00,1178.00,1213.00,1123.00,1122.00,1130.00,3.20,3.25,3.31,3.10,3.20,3.18,3.25,595.00,595.00,650.00,686.00,733.00,9.08
209.80,1333.00,1236.00,1259.00,1178.00,1213.00,1122.00,1122.00,1130.00,3.20,3.23,3.28,3.10,3.19,3.15,3.21,595.00,595.00,650.00,686.00,733.00,6.53
205.69,1331,1233,1256,1176,1209,1120,1119,1128,3.2,3.19,3.23,3.05,3.19,3.14,3.2,587.00,587.00,641.00,677.00,723.00,6.44
200.47,1328.00,1231.00,1253.00,1174.00,1208.00,1118.00,1118.00,1126.00,3.20,3.26,3.30,3.09,3.20,3.22,3.28,572.00,572.00,625.00,660.00,705.00,7.53
198.27,1326.00,1228.00,1251.00,1171.00,1205.00,1115.00,1115.00,1124.00,3.20,3.28,3.32,3.10,3.19,3.17,3.24,564.00,564.00,616.00,650.00,695.00,8.72
198.31,1327.00,1230.00,1253.00,1173.00,1207.00,1117.00,1116.00,1125.00,3.20,3.27,3.30,3.11,3.19,3.21,3.26,564.00,564.00,616.00,650.00,695.00,5.32
196.79,1327.00,1229.00,1252.00,1172.00,1206.00,1117.00,1115.00,1125.00,3.20,3.24,3.29,3.11,3.18,3.27,3.31,564.00,564.00,616.00,650.00,695.00,6.89
196.66,1323.00,1226.00,1249.00,1171.00,1204.00,1116.00,1114.00,1124.00,3.20,3.19,3.26,3.08,3.15,3.18,3.24,568.00,568.00,620.00,655.00,700.00,6.34
199.36,1325.00,1227.00,1251.00,1170.00,1204.00,1114.00,1112.00,1121.00,3.20,3.21,3.26,3.09,3.19,3.22,3.29,568.00,568.00,620.00,655.00,700.00,8.48
198.12,1323.00,1226.00,1250.00,1169.00,1203.00,1111.00,1109.00,1119.00,3.20,3.15,3.21,3.03,3.16,3.19,3.28,573.00,573.00,625.00,660.00,705.00,5.05
196.72,1328.00,1231.00,1254.00,1174.00,1208.00,1118.00,1116.00,1126.00,3.20,3.14,3.18,3.05,3.16,3.14,3.22,573.00,573.00,625.00,660.00,705.00,7.35
198.40,1324.00,1230.00,1252.00,1175.00,1208.00,1116.00,1115.00,1123.00,3.20,3.11,3.18,3.03,3.14,3.16,3.25,573.00,573.00,625.00,660.00,705.00,6.36
196.01,1323.00,1231.00,1253.00,1177.00,1210.00,1125.00,1118.00,1125.00,3.20,3.07,3.13,3.04,3.14,3.09,3.17,573.00,573.00,625.00,660.00,705.00,6.75
197.74,1324.00,1230.00,1252.00,1175.00,1208.00,1126.00,1118.00,1120.00,3.20,3.08,3.13,3.03,3.15,3.13,3.19,577.00,577.00,629.00,664.00,710.00,7.18
200.00,1326.00,1232.00,1254.00,1177.00,1210.00,1119.00,1118.00,1126.00,3.20,3.15,3.18,3.07,3.15,3.08,3.16,589.00,589.00,642.00,678.00,725.00,6.65
202.80,1325.00,1229.00,1252.00,1175.00,1208.00,1128.00,1120.00,1122.00,3.20,3.18,3.24,3.06,3.13,3.14,3.20,593.00,593.00,646.00,683.00,730.00,7.50
203.99,1327.00,1232.00,1254.00,1176.00,1209.00,1125.00,1120.00,1127.00,3.20,3.18,3.23,3.03,3.13,3.18,3.26,593.00,593.00,646.00,683.00,730.00,9.68
201.32,1325.00,1231.00,1254.00,1176.00,1209.00,1120.00,1119.00,1127.00,3.20,3.15,3.20,3.01,3.13,3.15,3.23,593.00,593.00,646.00,683.00,730.00,6.65
201.76,1326.00,1233.00,1255.00,1177.00,1210.00,1120.00,1120.00,1129.00,3.20,3.21,3.25,3.06,3.15,3.07,3.15,593.00,593.00,646.00,683.00,730.00,5.98
202.88,1327.00,1232.00,1255.00,1177.00,1210.00,1120.00,1120.00,1129.00,3.20,3.20,3.24,3.02,3.14,3.16,3.22,593.00,593.00,646.00,683.00,730.00,18.01
202.71,1328.00,1234.00,1257.00,1180.00,1213.00,1124.00,1123.00,1130.00,3.20,3.18,3.23,3.05,3.16,3.20,3.24,593.00,593.00,646.00,683.00,730.00,11.24
205.55,1328.00,1234.00,1257.00,1178.00,1212.00,1122.00,1122.00,1129.00,3.20,3.16,3.21,3.02,3.10,3.21,3.28,593.00,593.00,646.00,683.00,730.00,17.90
204.57,1328.00,1234.00,1256.00,1178.00,1212.00,1121.00,1120.00,1127.00,3.20,3.16,3.23,3.06,3.15,3.08,3.14,593.00,593.00,646.00,683.00,730.00,9.14
203.60,1327.00,1234.00,1256.00,1177.00,1211.00,1120.00,1120.00,1127.00,3.20,3.21,3.28,3.05,3.16,3.22,3.26,593.00,593.00,646.00,683.00,730.00,11.44
204.98,1327.00,1234.00,1256.00,1178.00,1212.00,1122.00,1121.00,1128.00,3.20,3.16,3.22,3.06,3.15,3.07,3.16,593.00,593.00,646.00,683.00,730.00,8.24
204.39,1327.00,1234.00,1256.00,1178.00,1211.00,1122.00,1121.00,1128.00,3.20,3.18,3.26,3.07,3.17,3.24,3.31,593.00,593.00,646.00,683.00,730.00,11.71
206.21,1327.00,1233.00,1255.00,1176.00,1210.00,1120.00,1120.00,1127.00,3.20,3.21,3.26,3.04,3.15,3.25,3.29,593.00,593.00,646.00,683.00,730.00,9.29
203.44,1327.00,1234.00,1256.00,1177.00,1211.00,1121.00,1121.00,1128.00,3.20,3.22,3.30,3.09,3.18,3.21,3.29,593.00,593.00,646.00,683.00,730.00,11.07
207.71,1331.00,1236.00,1259.00,1179.00,1213.00,1122.00,1121.00,1128.00,3.20,3.20,3.27,3.01,3.14,3.12,3.15,598.00,598.00,652.00,688.00,736.00,13.33
207.15,1329.00,1235.00,1257.00,1178.00,1212.00,1122.00,1122.00,1129.00,3.20,3.23,3.26,3.02,3.15,3.13,3.19,598.00,598.00,652.00,688.00,736.00,8.13
208.28,1328.00,1233.00,1256.00,1176.00,1210.00,1120.00,1119.00,1126.00,3.20,3.33,3.41,3.05,3.21,3.06,3.14,593.00,593.00,638.00,685.00,745.00,8.77
205.45,1329.00,1234.00,1257.00,1177.00,1211.00,1121.00,1120.00,1127.00,3.20,3.30,3.32,3.02,3.16,3.00,3.20,595.00,595.00,640.00,687.00,748.00,4.50
207.31,1328.00,1234.00,1256.00,1176.00,1210.00,1121.00,1120.00,1128.00,3.20,3.22,3.30,3.01,3.16,3.18,3.32,592.00,592.00,637.00,684.00,744.00,3.06
209.79,1329.00,1234.00,1226.00,1176.00,1211.00,1120.00,1119.00,1127.00,3.20,3.25,3.32,3.05,3.14,3.03,3.13,592.00,592.00,637.00,684.00,744.00,3.67
203.17,1328.00,1234.00,1256.00,1176.00,1211.00,1121.00,1120.00,1127.00,3.20,3.24,3.36,3.15,3.28,3.23,3.28,567.00,567.00,604.00,663.00,691.00,1.72
204.96,1328.00,1233.00,1256.00,1176.00,1211.00,1121.00,1120.00,1127.00,3.20,3.21,3.30,3.14,3.28,3.30,3.34,576.00,576.00,614.00,672.00,700.00,1.33
206.01,1329.00,1235.00,1257.00,1178.00,1212.00,1123.00,1122.00,1128.00,3.20,3.28,3.35,3.11,3.24,3.24,3.27,579.00,579.00,618.00,677.00,705.00,1.92
206.76,1329.00,1236.00,1258.00,1179.00,1214.00,1126.00,1124.00,1130.00,3.20,3.20,3.28,3.13,3.28,3.24,3.30,579.00,579.00,618.00,677.00,705.00,2.76
209.96,1329.00,1236.00,1258.00,1179.00,1214.00,1126.00,1124.00,1130.00,3.20,3.14,3.23,3.09,3.27,3.20,3.26,583.00,583.00,622.00,681.00,709.00,0.92
203.33,1328.00,1234.00,1257.00,1176.00,1211.00,1119.00,1119.00,1127.00,3.20,3.14,3.22,3.04,3.15,3.20,3.31,605.00,605.00,637.00,705.00,718.00,2.17
219.87,1329.00,1233.00,1256.00,1174.00,1209.00,1117.00,1118.00,1129.00,3.20,3.15,3.23,3.02,3.21,3.26,3.32,625.00,625.00,673.00,729.00,745.00,6.85
220.72,1328.00,1232.00,1256.00,1174.00,1209.00,1116.00,1118.00,1125.00,3.20,3.08,3.20,3.03,3.19,3.09,3.19,625.00,625.00,673.00,729.00,745.00,2.20
218.75,1328.00,1230.00,1253.00,1170.00,1205.00,1112.00,1114.00,1121.00,3.20,3.22,3.32,3.09,3.29,3.18,3.36,625.00,625.00,673.00,729.00,745.00,2.15
214.28,1330.00,1232.00,1255.00,1174.00,1209.00,1116.00,1118.00,1125.00,3.20,3.22,3.31,3.03,3.24,3.21,3.32,625.00,625.00,673.00,729.00,745.00,1.27
216.53,1333.00,1234.00,1257.00,1176.00,1210.00,1117.00,1119.00,1126.00,3.20,3.18,3.29,3.02,3.18,3.26,3.30,627.00,627.00,675.00,731.00,747.00,3.24
217.88,1332.00,1234.00,1257.00,1175.00,1210.00,1117.00,1118.00,1126.00,3.20,3.23,3.30,3.02,3.18,3.23,3.32,628.00,628.00,677.00,732.00,749.00,7.59
219.55,1333.00,1235.00,1258.00,1177.00,1211.00,1119.00,1120.00,1128.00,3.20,3.19,3.30,3.04,3.26,3.24,3.32,630.00,630.00,679.00,732.00,751.00,13.53
217.60,1331.00,1234.00,1257.00,1176.00,1211.00,1119.00,1120.00,1127.00,3.20,3.19,3.32,3.03,3.18,3.20,3.32,630.00,630.00,679.00,734.00,751.00,13.46
216.09,1332.00,1235.00,1257.00,1177.00,1212.00,1120.00,1121.00,1128.00,3.20,2.72,2.84,2.71,2.82,2.68,2.72,675.00,675.00,791.00,839.00,853.00,11.82
215.28,1333.00,1241.00,1262.00,1191.00,1223.00,1145.00,1137.00,1138.00,2.80,2.02,2.07,2.00,2.11,2.11,2.16,733.00,733.00,930.00,1087.00,1125.00,10.92
218.14,1332.00,1235.00,1258.00,1178.00,1212.00,1120.00,1122.00,1130.00,2.00,2.72,2.79,2.72,2.82,2.76,2.83,675.00,675.00,791.00,839.00,853.00,10.57
218.61,1333.00,1235.00,1257.00,1176.00,1210.00,1118.00,1120.00,1128.00,2.80,3.17,3.25,3.06,3.21,3.11,3.17,623.00,623.00,670.00,729.00,745.00,11.49
218.79,1330.00,1233.00,1255.00,1175.00,1209.00,1117.00,1119.00,1126.00,3.20,3.27,3.36,3.05,3.20,3.28,3.37,623.00,623.00,670.00,729.00,745.00,9.25
216.60,1332.00,1234.00,1257.00,1177.00,1211.00,1120.00,1121.00,1130.00,3.20,3.24,3.34,3.02,3.17,3.20,3.31,623.00,623.00,670.00,731.00,747.00,8.73
216.27,1332.00,1235.00,1257.00,1177.00,1211.00,1121.00,1122.00,1131.00,3.20,3.15,3.24,3.03,3.18,3.05,3.12,628.00,628.00,676.00,736.00,752.00,8.15
215.48,1332.00,1234.00,1256.00,1176.00,1210.00,1120.00,1121.00,1129.00,3.20,3.14,3.27,3.03,3.23,3.08,3.20,628.00,628.00,676.00,736.00,752.00,11.19
214.97,1332.00,1234.00,1257.00,1177.00,1211.00,1120.00,1121.00,1130.00,3.20,3.11,3.20,3.01,3.14,3.12,3.20,628.00,628.00,676.00,736.00,752.00,12.08
216.73,1332.00,1233.00,1256.00,1176.00,1210.00,1120.00,1120.00,1129.00,3.20,3.16,3.28,3.05,3.16,3.03,3.12,628.00,628.00,676.00,736.00,752.00,9.04
214.58,1333.00,1235.00,1257.00,1176.00,1211.00,1120.00,1120.00,1129.00,3.20,3.25,3.33,3.02,3.18,3.18,3.21,628.00,628.00,676.00,736.00,752.00,11.81
214.10,1333.00,1235.00,1258.00,1177.00,1211.00,1120.00,1121.00,1129.00,3.20,3.10,3.16,3.08,3.22,3.14,3.24,628.00,628.00,676.00,736.00,752.00,10.40
216.10,1332.00,1235.00,1256.00,1176.00,1210.00,1119.00,1120.00,1128.00,3.20,3.23,3.30,3.04,3.19,3.24,3.31,628.00,628.00,676.00,736.00,752.00,8.21
214.00,1335.00,1237.00,1260.00,1178.00,1213.00,1122.00,1123.00,1130.00,3.20,3.09,3.15,3.05,3.18,3.13,3.20,628.00,628.00,676.00,736.00,752.00,5.56
217.53,1341.00,1243.00,1266.00,1186.00,1220.00,1130.00,1130.00,1139.00,3.20,3.22,3.30,3.07,3.18,3.25,3.32,628.00,628.00,676.00,736.00,752.00,13.33
219.32,1335.00,1238.00,1260.00,1181.00,1216.00,1122.00,1126.00,1135.00,3.20,3.26,3.35,3.03,3.17,3.24,3.32,628.00,628.00,676.00,736.00,752.00,12.72
214.86,1331.00,1234.00,1257.00,1177.00,1211.00,1122.00,1122.00,1131.00,3.20,3.27,3.35,3.02,3.12,3.24,3.31,628.00,628.00,676.00,736.00,752.00,11.42
214.18,1332.00,1234.00,1258.00,1178.00,1213.00,1123.00,1122.00,1130.00,3.20,3.15,3.25,3.04,3.14,3.25,3.39,598.00,598.00,643.00,706.00,722.00,7.97
201.30,1332.00,1235.00,1259.00,1179.00,1213.00,1123.00,1122.00,1130.00,3.20,3.15,3.25,3.03,3.15,3.22,3.34,578.00,578.00,622.00,686.00,701.00,9.72
199.90,1332.00,1236.00,1250.00,1178.00,1213.00,1122.00,1122.00,1128.00,3.20,3.15,3.25,3.03,3.15,3.22,3.34,578.00,578.00,622.00,686.00,701.00,5.43
196.95,1330.00,1234.00,1258.00,1177.00,1212.00,1121.00,1121.00,1128.00,3.20,3.18,3.30,3.08,3.17,3.24,3.34,578.00,578.00,622.00,686.00,701.00,8.34
198.67,1330.00,1233.00,1257.00,1177.00,1212.00,1122.00,1121.00,1129.00,3.20,3.19,3.30,3.08,3.15,3.25,3.36,578.00,578.00,622.00,686.00,701.00,5.60
198.47,1330.00,1233.00,1257.00,1177.00,1212.00,1121.00,1120.00,1128.00,3.20,3.19,3.30,3.05,3.16,3.24,3.34,574.00,574.00,618.00,682.00,697.00,6.63
197.59,1330.00,1232.00,1256.00,1177.00,1211.00,1121.00,1120.00,1128.00,3.20,3.21,3.29,3.05,3.17,3.20,3.30,574.00,574.00,618.00,682.00,693.00,5.93
199.68,1331.00,1233.00,1256.00,1177.00,1211.00,1121.00,1121.00,1127.00,3.20,3.23,3.29,3.06,3.15,3.24,3.33,580.00,580.00,624.00,688.00,703.00,8.87
198.99,1331.00,1233.00,1256.00,1176.00,1212.00,1122.00,1121.00,1128.00,3.20,3.23,3.31,3.08,3.14,3.20,3.26,580.00,580.00,624.00,688.00,703.00,7.54
198.71,1333.00,1235.00,1258.00,1180.00,1214.00,1125.00,1124.00,1129.00,3.20,3.21,3.25,3.02,3.12,3.21,3.28,586.00,586.00,630.00,694.00,709.00,9.87
201.79,1334.00,1236.00,1259.00,1181.00,1215.00,1125.00,1124.00,1131.00,3.20,3.26,3.35,3.02,3.14,3.19,3.27,576.00,576.00,620.00,684.00,699.00,9.30
201.03,1334.00,1236.00,1260.00,1181.00,1215.00,1126.00,1124.00,1130.00,3.20,3.15,3.25,3.06,3.11,3.06,3.14,576.00,576.00,620.00,684.00,699.00,10.25
204.60,1331.00,1236.00,1257.00,1179.00,1213.00,1128.00,1123.00,1127.00,3.20,3.15,3.24,3.05,3.11,3.07,3.14,576.00,576.00,620.00,684.00,699.00,11.07
200.24,1333.00,1236.00,1259.00,1181.00,1215.00,1128.00,1124.00,1128.00,3.20,3.17,3.26,3.06,3.17,3.07,3.14,581.00,581.00,625.00,689.00,704.00,10.04
207.36,1340.00,1252.00,1273.00,1207.00,1239.00,1163.00,1155.00,1156.00,3.20,2.14,2.19,1.96,2.03,2.12,2.16,716.00,716.00,899.00,1073.00,1112.00,14.50
205.99,1338.00,1251.00,1271.00,1207.00,1237.00,1163.00,1154.00,1155.00,2.00,2.10,2.15,1.97,2.03,2.11,2.18,716.00,716.00,899.00,1073.00,1112.00,21.01
205.42,1337.00,1255.00,1274.00,1212.00,1243.00,1165.00,1159.00,1163.00,2.00,2.12,2.20,1.94,2.04,2.10,2.15,716.00,716.00,899.00,1073.00,1112.00,17.47
204.49,1332.00,1253.00,1270.00,1210.00,1240.00,1164.00,1157.00,1160.00,2.00,2.10,2.19,1.94,2.05,2.09,2.11,716.00,716.00,899.00,1073.00,1112.00,15.13
203.23,1331.00,1251.00,1268.00,1208.00,1238.00,1159.00,1154.00,1161.00,2.00,2.13,2.20,1.90,2.04,2.05,2.10,716.00,716.00,899.00,1073.00,1112.00,16.29
206.23,1329.00,1249.00,1266.00,1209.00,1236.00,1158.00,1155.00,1161.00,2.00,2.13,2.17,1.94,2.04,2.07,2.11,716.00,716.00,899.00,1073.00,1112.00,14.45
206.93,1329.00,1248.00,1265.00,1208.00,1236.00,1157.00,1155.00,1164.00,2.00,2.13,2.19,1.96,2.07,2.07,2.13,716.00,716.00,899.00,1073.00,1112.00,14.79
205.91,1330.00,1250.00,1267.00,1210.00,1237.00,1159.00,1156.00,1161.00,2.00,2.16,2.20,1.93,2.04,2.07,2.12,716.00,716.00,899.00,1073.00,1112.00,12.55
201.57,1328.00,1248.00,1266.00,1214.00,1240.00,1166.00,1161.00,1167.00,2.00,2.12,2.18,1.94,2.05,2.06,2.10,711.00,711.00,892.00,1057.00,1057.00,10.95
204.67,1328.00,1248.00,1266.00,1213.00,1240.00,1165.00,1160.00,1166.00,2.00,2.10,2.18,1.95,2.06,2.03,2.13,711.00,711.00,892.00,1057.00,1107.00,12.21
203.37,1327.00,1247.00,1265.00,1213.00,1239.00,1164.00,1160.00,1166.00,2.00,2.11,2.20,1.94,2.03,2.03,2.08,711.00,711.00,892.00,1057.00,1107.00,12.65
202.67,1328.00,1236.00,1258.00,1184.00,1217.00,1132.00,1130.00,1138.00,3.20,2.12,2.19,1.93,2.03,2.02,2.08,571.00,571.00,613.00,678.00,693.00,10.53
202.27,1329.00,1237.00,1259.00,1183.00,1217.00,1132.00,1128.00,1134.00,3.20,3.26,3.36,3.11,3.21,3.21,3.31,571.00,571.00,613.00,678.00,693.00,8.95
202.2,1329,1236,1258,1182,1216,1129,1127,1135,3.2,3.2,3.32,3.04,3.18,3.24,3.34,571,571,613,678,693,7.57
202,1328,1235,1257,1182,1215,1128,1126,1133,3.2,3,3,3,3,3,3,574,574,616,681,697,13.3
201.55,1329,1236,1258,1182,1216,1128,1126,1133,3.2,3.22,3.3,3.05,3.16,3.19,3.26,577,577,619,684,700,9.32
204.04,1332,1240,1262,1186,1220,1132,1131,1138,3.2,3.18,3.3,3.03,3.14,3.14,3.23,582,582,625,689,705,12.3
204.56,1331,1239,1260,1185,1219,1132,1129,1135,3.2,3.19,3.31,3.02,3.14,3.15,3.21,582,582,625,689,705,13.01
203.12,1330,1229,1260,1185,1219,1131,1129,1137,3.2,3.17,3.28,3.05,3.17,3.17,3.23,582,582,625,689,705,13.06
203.07,1332,1240,1262,1186,1220,1132,1130,1137,3.2,3.24,3.34,3.03,3.17,3.19,3.24,582,582,625,689,705,12.77
201.32,1330,1239,1262,1188,1221,1139,1131,1130,3.2,3.25,3.34,3.09,3.18,3.3,3.34,581,581,623,680,701,7.98
201.58,1330,1240,1263,1189,1221,1139,1133,1134,3.2,3.17,3.22,3.02,3.24,3.3,3.34,581,581,623,680,701,10.27
203.6,1330,1239,1262,1188,1221,1139,1131,1130,3.2,3.14,3.24,3.09,3.19,3.28,3.35,581,581,623,680,701,7.17
202.37,1329,1238,1261,1188,1220,1138,1131,1131,3.2,3.23,3.27,3.05,3.19,3.24,3.31,581,581,623,680,701,11.73
203.88,1329,1238,1260,1187,1220,1134,1130,1133,3.2,3.19,3.26,3.06,3.2,3.23,3.29,581,581,623,680,701,7.54
201.11,1328,1237,1260,1187,1219,1137,1129,1128,3.2,3.2,3.26,3.08,3.19,3.21,3.3,581,581,623,680,701,11.3
200.78,1329,1238,1261,1187,1220,1138,1130,1129,3.2,3.15,3.22,3.04,3.18,3.22,3.28,581,581,623,680,701,11.56
198.36,1328,1237,1260,1187,1220,1136,1129,1129,3.2,3.15,3.27,3.05,3.21,3.07,3.13,581,581,623,680,701,8.44
198.3,1328,1236,1259,1186,1218,1136,1129,1128,3.2,3.19,3.25,3.04,3.17,3.07,3.2,581,581,623,680,701,12.74
202.2,1330,1239,1262,1188,1221,1138,1131,1130,3.2,3.16,3.21,3.06,3.25,3.07,3.14,586,586,628,685,706,7.17
201.54,1329,1238,1261,1188,1220,1138,1130,1030,3.2,3.16,3.2,3.03,3.19,3.08,3.14,586,586,628,685,706,9.38
202.58,1330,1238,1260,1187,1220,1138,1130,1130,3.2,3.15,3.2,3.02,3.17,3.07,3.12,591,591,633,690,711,8.55
203.88,1330,1238,1261,1188,1220,1138,1131,1131,3.2,3.22,3.27,3.03,3.18,3.1,3.17,591,591,633,690,711,7.17
203.8,1330,1238,1262,1189,1222,1140,1133,1135,3.2,3.17,3.24,3.03,3.21,3.1,3.15,591,591,633,690,711,11.55
201.55,1329,1238,1261,1188,1222,1135,1133,1151,3.2,3.21,3.25,3.04,3.16,3.16,3.15,591,591,633,690,711,5.61
205.03,1330,1238,1261,1187,1220,1130,1130,1136,3.2,3.24,3.27,3.03,3.15,3.15,3.16,591,591,633,690,711,7.88
202.85,1336,1258,1277,1222,1250,1175,1168,1170,3.2,3.26,3.3,3.06,3.19,3.19,3.31,591,591,633,690,711,8.28
197.93,1335,1256,1277,1219,1248,1175,1166,1168,2,2.06,2.12,2.06,2.05,2.09,2.13,739,739,869,1047,1110,15.01
198.73,1336,1256,1277,1217,1247,1172,1165,1165,2,2.07,2.16,1.97,2.04,2.07,2.09,729,729,857,1014,1096,13.25
198.96,1336,1256,1277,1219,1248,1174,1166,1166,2,2.1,2.19,1.99,2.04,2.07,2.14,729,729,857,1014,1096,11.47
197.71,1336,1256,1276,1219,1247,1173,1165,1166,2,2.09,2.12,1.97,2.03,2.07,2.11,733,733,857,1014,1096,11.4
203.6,1337,1257,1277,1219,1248,1174,1166,1167,2,2.09,2.12,1.99,2.05,2.11,2.14,733,733,857,1014,1096,11.75
